work_id,description,state,state_code,district,constituency,mp_name,agency,category,estimated_cost,sanctioned_amount,expenditure,utilization,cost_deviation,expected_days,actual_days,delayed,delay_days,sanction_date,expected_completion,actual_completion,status,duplicate_candidate,signals,primary_signal,risk_score,risk_tier
W-11848,"Construction of common facility centre, Gram Panchayat",West Bengal,IN-WB,Kolkata,Kolkata (PC-2),Hon'ble MP — Kolkata PC,Kaushal Construction Division,Community Infrastructure,1429000,1441000,984000,68.3,-24,351,351,False,0,2025-05-31T00:00:00.000Z,2026-05-17T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,17,LOW
W-11849,"Construction of indoor sports hall, Phase II",Gujarat,IN-GJ,Bhavnagar,Bhavnagar (PC-6),Hon'ble MP — Bhavnagar PC,Kaushal Construction Division,Sports,715000,736000,634000,86.1,-25,301,301,False,0,2025-09-18T00:00:00.000Z,2026-07-16T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,18,LOW
W-11850,"Provision of mobility van for local body, Sector 7",Tamil Nadu,IN-TN,Tiruchirappalli,Tiruchirappalli (PC-7),Hon'ble MP — Tiruchirappalli PC,Chetna Public Amenities Unit,Other,478000,512000,388000,75.8,-20,310,310,False,0,2025-09-01T00:00:00.000Z,2026-07-08T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,18,LOW
W-11851,"Construction of ambulance shed and waiting hall, New Colony",Bihar,IN-BR,Muzaffarpur,Muzaffarpur (PC-2),Hon'ble MP — Muzaffarpur PC,Sujal Water Works Cell,Health,1415000,1647000,1722000,104.6,14,313,313,False,0,2025-11-18T00:00:00.000Z,2026-09-27T00:00:00.000Z,2026-09-27T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,43,MEDIUM
W-11852,"Boundary wall construction for school campus, Ward 11",Kerala,IN-KL,Kozhikode,Kozhikode (PC-32),Hon'ble MP — Kozhikode PC,Meridian Infra Works,Education,505000,605000,460000,76,-32,342,342,False,0,2025-04-21T00:00:00.000Z,2026-03-29T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,24,LOW
W-11853,"Development of multipurpose sports ground, Phase II",Uttar Pradesh,IN-UP,Meerut,Meerut (PC-6),Hon'ble MP — Meerut PC,Gramin Vikas Nigam,Sports,914000,921000,871000,94.6,-6,265,265,False,0,2025-12-14T00:00:00.000Z,2026-09-05T00:00:00.000Z,2026-09-05T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,7,LOW
W-11854,"Laying of piped water supply network, Ward 4",Telangana,IN-TG,Hyderabad,Hyderabad (PC-40),Hon'ble MP — Hyderabad PC,Disha Municipal Works,Water & Sanitation,1175000,1355000,882000,65.1,-18,275,275,False,0,2025-12-30T00:00:00.000Z,2026-10-01T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,12,LOW
W-11855,"Construction of bus shelter and waiting shed, Zone 3",Kerala,IN-KL,Kozhikode,Kozhikode (PC-32),Hon'ble MP — Kozhikode PC,Chetna Public Amenities Unit,Public Amenities,396000,420000,330000,78.6,-42,309,309,False,0,2025-04-18T00:00:00.000Z,2026-02-21T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,29,LOW
W-11856,"Construction of open gym and sports facility, Zone 3",Assam,IN-AS,Silchar,Silchar (PC-34),Hon'ble MP — Silchar PC,Unnati Infra Solutions,Sports,884000,938000,872000,93,-4,332,332,False,0,2025-12-21T00:00:00.000Z,2026-11-18T00:00:00.000Z,2026-11-18T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,25,LOW
W-11857,"Construction of public toilet block, Phase II",Uttar Pradesh,IN-UP,Prayagraj,Prayagraj (PC-7),Hon'ble MP — Prayagraj PC,Prerna Civil Works Unit,Public Amenities,577000,648000,251000,38.7,-10,216,216,False,0,2025-08-24T00:00:00.000Z,2026-03-28T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,8,LOW
W-11858,"Construction of RCC culvert and link road, Block B",Karnataka,IN-KA,Tumakuru,Tumakuru (PC-16),Hon'ble MP — Tumakuru PC,Utkarsh Rural Agency,Road Construction,1594000,1862000,1546000,83,-15,228,228,False,0,2025-09-19T00:00:00.000Z,2026-05-05T00:00:00.000Z,,In Progress,False,Missing/invalid data,Missing/invalid data,21,LOW
W-11859,"Installation of public address and CCTV system, Gram Panchayat",Gujarat,IN-GJ,Rajkot,Rajkot (PC-28),Hon'ble MP — Rajkot PC,Chetna Public Amenities Unit,Other,376000,458000,423000,92.4,-28,213,213,False,0,2026-01-24T00:00:00.000Z,2026-08-25T00:00:00.000Z,2026-08-25T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,11,LOW
W-11860,"Construction of additional classrooms at Govt. School, Ward 4",Bihar,IN-BR,Darbhanga,Darbhanga (PC-1),Hon'ble MP — Darbhanga PC,Sujal Water Works Cell,Education,612000,721000,316000,43.8,-19,313,313,False,0,2025-06-04T00:00:00.000Z,2026-04-13T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,18,LOW
W-11861,"Miscellaneous local area development works, Gram Panchayat",Gujarat,IN-GJ,Vadodara,Vadodara (PC-28),Hon'ble MP — Vadodara PC,Aarambh Engineering Board,Other,413000,426000,403000,94.6,-33,231,231,False,0,2025-07-21T00:00:00.000Z,2026-03-09T00:00:00.000Z,2026-03-09T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,6,LOW
W-11862,"Construction of anganwadi and community shelter, Block B",Odisha,IN-OR,Cuttack,Cuttack (PC-40),Hon'ble MP — Cuttack PC,Samruddhi Infra Board,Community Infrastructure,1325000,1467000,677000,46.1,-23,244,244,False,0,2025-07-23T00:00:00.000Z,2026-03-24T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,16,LOW
W-11863,"Construction of open gym and sports facility, Zone 3",Uttar Pradesh,IN-UP,Gorakhpur,Gorakhpur (PC-27),Hon'ble MP — Gorakhpur PC,Chetna Public Amenities Unit,Sports,828000,967000,502000,51.9,-1,360,360,False,0,2025-11-02T00:00:00.000Z,2026-10-28T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,28,LOW
W-11864,"Drainage and sanitation improvement works, Gram Panchayat",Uttar Pradesh,IN-UP,Meerut,Meerut (PC-29),Hon'ble MP — Meerut PC,Sujal Water Works Cell,Water & Sanitation,1517000,1568000,1068000,68.1,-5,223,223,False,0,2025-08-11T00:00:00.000Z,2026-03-22T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,29,LOW
W-11865,"Widening and strengthening of internal roads, Block B",Telangana,IN-TG,Nizamabad,Nizamabad (PC-5),Hon'ble MP — Nizamabad PC,Meridian Infra Works,Road Construction,1242000,1478000,712000,48.2,-33,299,299,False,0,2025-08-24T00:00:00.000Z,2026-06-19T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,8,LOW
W-11866,"Construction of bus shelter and waiting shed, Zone 3",Bihar,IN-BR,Muzaffarpur,Muzaffarpur (PC-1),Hon'ble MP — Muzaffarpur PC,Samruddhi Infra Board,Public Amenities,587000,707000,536000,75.8,-2,264,264,False,0,2025-09-16T00:00:00.000Z,2026-06-07T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,7,LOW
W-11867,"Boundary wall construction for school campus, Sector 7",Haryana,IN-HR,Gurugram,Gurugram (PC-6),Hon'ble MP — Gurugram PC,Unnati Infra Solutions,Education,511000,564000,430000,76.2,-37,211,211,False,0,2025-10-26T00:00:00.000Z,2026-05-25T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,7,LOW
W-11868,"Construction of additional classrooms at Govt. School, Gram Panchayat",Rajasthan,IN-RJ,Jaipur,Jaipur (PC-13),Hon'ble MP — Jaipur PC,Arth Development Board,Education,852000,918000,684000,74.5,3,362,362,False,0,2025-04-12T00:00:00.000Z,2026-04-09T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,26,LOW
W-11869,"Development of multipurpose sports ground, Zone 3",Rajasthan,IN-RJ,Jaipur,Jaipur (PC-20),Hon'ble MP — Jaipur PC,Aadhar Works Agency,Sports,563000,559000,214000,38.3,-43,280,280,False,0,2025-06-29T00:00:00.000Z,2026-04-05T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,12,LOW
W-11870,"Construction of public toilet block, Zone 3",Madhya Pradesh,IN-MP,Ujjain,Ujjain (PC-14),Hon'ble MP — Ujjain PC,Kaushal Construction Division,Public Amenities,450000,546000,194000,35.5,-24,353,353,False,0,2025-08-08T00:00:00.000Z,2026-07-27T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,24,LOW
W-11871,"Construction of additional classrooms at Govt. School, Block B",Gujarat,IN-GJ,Vadodara,Vadodara (PC-9),Hon'ble MP — Vadodara PC,Unnati Infra Solutions,Education,782000,779000,812000,104.2,-12,215,251,True,36,2025-08-11T00:00:00.000Z,2026-03-14T00:00:00.000Z,,Stalled,False,Project delay; Progress mismatch,Project delay,49,MEDIUM
W-11872,"Construction of bus shelter and waiting shed, Block B",Gujarat,IN-GJ,Vadodara,Vadodara (PC-1),Hon'ble MP — Vadodara PC,Nirman Urban Works Agency,Public Amenities,425000,427000,254000,59.5,-41,318,318,False,0,2025-04-11T00:00:00.000Z,2026-02-23T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,18,LOW
W-11873,"Construction of ambulance shed and waiting hall, Phase II",Karnataka,IN-KA,Bengaluru Urban,Bengaluru Urban (PC-25),Hon'ble MP — Bengaluru Urban PC,Sankalp Rural Development Corp,Health,1471000,1611000,1485000,92.2,11,360,417,True,57,2025-11-25T00:00:00.000Z,2026-11-20T00:00:00.000Z,,Stalled,False,Project delay,Project delay,44,MEDIUM
W-11874,"Development of village playground, Ward 4",Punjab,IN-PB,Patiala,Patiala (PC-30),Hon'ble MP — Patiala PC,Disha Municipal Works,Sports,659000,663000,379000,57.2,-32,314,314,False,0,2025-08-08T00:00:00.000Z,2026-06-18T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,22,LOW
W-11875,"Development of public park and pathways, Sector 7",Kerala,IN-KL,Ernakulam,Ernakulam (PC-29),Hon'ble MP — Ernakulam PC,Aarambh Engineering Board,Public Amenities,681000,747000,704000,94.2,4,276,276,False,0,2025-10-09T00:00:00.000Z,2026-07-12T00:00:00.000Z,2026-07-12T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,25,LOW
W-11876,"Construction of overhead water tank, Ward 4",West Bengal,IN-WB,Howrah,Howrah (PC-39),Hon'ble MP — Howrah PC,Setu Public Works Division,Water & Sanitation,918000,1116000,446000,40,-32,320,320,False,0,2025-09-11T00:00:00.000Z,2026-07-28T00:00:00.000Z,,In Progress,False,Missing/invalid data,Missing/invalid data,17,LOW
W-11877,"Installation of solar street lighting, Phase II",Uttar Pradesh,IN-UP,Kanpur Nagar,Kanpur Nagar (PC-40),Hon'ble MP — Kanpur Nagar PC,Nabh Infra Consortium,Public Amenities,1102000,1097000,1249000,113.9,52,254,254,False,0,2025-05-22T00:00:00.000Z,2026-01-31T00:00:00.000Z,2026-01-31T00:00:00.000Z,Completed,False,Cost anomaly,Cost anomaly,63,HIGH
W-11878,"Provision of mobility van for local body, Gram Panchayat",Kerala,IN-KL,Thiruvananthapuram,Thiruvananthapuram (PC-5),Hon'ble MP — Thiruvananthapuram PC,Disha Municipal Works,Other,735000,830000,760000,91.6,30,343,443,True,100,2025-10-22T00:00:00.000Z,2026-09-30T00:00:00.000Z,,Stalled,False,Project delay,Project delay,66,HIGH
W-11879,"Construction of anganwadi and community shelter, Ward 11",Bihar,IN-BR,Muzaffarpur,Muzaffarpur (PC-27),Hon'ble MP — Muzaffarpur PC,Prerna Civil Works Unit,Community Infrastructure,1170000,1218000,506000,41.5,-36,345,345,False,0,2026-01-09T00:00:00.000Z,2026-12-20T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,9,LOW
W-11880,"Development of multipurpose sports ground, Ward 4",Madhya Pradesh,IN-MP,Gwalior,Gwalior (PC-5),Hon'ble MP — Gwalior PC,Nirman Urban Works Agency,Sports,1251000,1286000,1595000,124,31,314,492,True,178,2025-10-11T00:00:00.000Z,2026-08-21T00:00:00.000Z,,Delayed,True,Expenditure anomaly; Project delay; Potential duplicate work; Progress mismatch; Unusual payment pattern; Missing/invalid data,Potential duplicate work,82,CRITICAL
W-11881,"Construction of ambulance shed and waiting hall, Ward 11",Andhra Pradesh,IN-AP,Tirupati,Tirupati (PC-17),Hon'ble MP — Tirupati PC,Gramin Vikas Nigam,Health,1019000,1106000,896000,81,-24,336,336,False,0,2025-10-13T00:00:00.000Z,2026-09-14T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,16,LOW
W-11882,"Construction of crematorium shed and pathway, Zone 3",Punjab,IN-PB,Amritsar,Amritsar (PC-28),Hon'ble MP — Amritsar PC,Arth Development Board,Other,371000,376000,153000,40.7,-41,311,311,False,0,2025-11-04T00:00:00.000Z,2026-09-11T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,25,LOW
W-11883,"Construction of library block at higher secondary school, Block B",Bihar,IN-BR,Patna,Patna (PC-38),Hon'ble MP — Patna PC,Sankalp Rural Development Corp,Education,861000,929000,614000,66.1,4,313,313,False,0,2025-07-02T00:00:00.000Z,2026-05-11T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,29,LOW
W-11884,"Drainage and sanitation improvement works, Ward 11",Jharkhand,IN-JH,Bokaro,Bokaro (PC-37),Hon'ble MP — Bokaro PC,Prerna Civil Works Unit,Water & Sanitation,1121000,1199000,481000,40.1,-27,228,228,False,0,2025-04-03T00:00:00.000Z,2025-11-17T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,8,LOW
W-11885,"Construction of public toilet block, Ward 4",Maharashtra,IN-MH,Solapur,Solapur (PC-15),Hon'ble MP — Solapur PC,Disha Municipal Works,Public Amenities,385000,425000,162000,38.1,-41,236,236,False,0,2025-10-27T00:00:00.000Z,2026-06-20T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,21,LOW
W-11886,"Development of village playground, Gram Panchayat",Odisha,IN-OR,Bhubaneswar,Bhubaneswar (PC-11),Hon'ble MP — Bhubaneswar PC,Samruddhi Infra Board,Sports,989000,1026000,665000,64.8,5,322,322,False,0,2025-04-19T00:00:00.000Z,2026-03-07T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,17,LOW
W-11887,"Construction of additional classrooms at Govt. School, New Colony",Maharashtra,IN-MH,Thane,Thane (PC-29),Hon'ble MP — Thane PC,Arth Development Board,Education,702000,850000,450000,52.9,-4,342,342,False,0,2026-01-08T00:00:00.000Z,2026-12-16T00:00:00.000Z,,In Progress,False,Missing/invalid data,Missing/invalid data,8,LOW
W-11888,"Installation of community RO water plant, Gram Panchayat",Uttar Pradesh,IN-UP,Meerut,Meerut (PC-5),Hon'ble MP — Meerut PC,Gramin Vikas Nigam,Water & Sanitation,1447000,1613000,582000,36.1,-2,247,247,False,0,2025-12-30T00:00:00.000Z,2026-09-03T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,18,LOW
W-11889,"Construction of CC road with side drains, Gram Panchayat",Tamil Nadu,IN-TN,Tiruchirappalli,Tiruchirappalli (PC-34),Hon'ble MP — Tiruchirappalli PC,Sankalp Rural Development Corp,Road Construction,1504000,1758000,1009000,57.4,-20,218,218,False,0,2026-01-16T00:00:00.000Z,2026-08-22T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,18,LOW
W-11890,"Construction of indoor sports hall, Sector 7",Haryana,IN-HR,Hisar,Hisar (PC-36),Hon'ble MP — Hisar PC,Pragati Construction Cell,Sports,909000,966000,756000,78.3,-1,251,251,False,0,2025-05-24T00:00:00.000Z,2026-01-30T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,16,LOW
W-11891,"Construction of overhead water tank, Gram Panchayat",Jharkhand,IN-JH,Jamshedpur,Jamshedpur (PC-35),Hon'ble MP — Jamshedpur PC,Sahyog Development Trust,Water & Sanitation,1227000,1389000,1406000,101.2,-16,244,244,False,0,2025-11-26T00:00:00.000Z,2026-07-28T00:00:00.000Z,2026-07-28T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,39,MEDIUM
W-11892,"Widening and strengthening of internal roads, Block B",Gujarat,IN-GJ,Bhavnagar,Bhavnagar (PC-5),Hon'ble MP — Bhavnagar PC,Nirman Urban Works Agency,Road Construction,1087000,1243000,1083000,87.1,-43,258,258,False,0,2025-09-02T00:00:00.000Z,2026-05-18T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,28,LOW
W-11893,"Development of maternal care wing at CHC, Phase II",West Bengal,IN-WB,Darjeeling,Darjeeling (PC-18),Hon'ble MP — Darjeeling PC,Utkarsh Rural Agency,Health,952000,1105000,576000,52.1,-24,252,252,False,0,2025-04-11T00:00:00.000Z,2025-12-19T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,9,LOW
W-11894,"Construction of community health sub-centre, Sector 7",Kerala,IN-KL,Thrissur,Thrissur (PC-17),Hon'ble MP — Thrissur PC,Pragati Construction Cell,Health,988000,1198000,572000,47.7,-17,269,269,False,0,2025-05-14T00:00:00.000Z,2026-02-07T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,18,LOW
W-11895,"Construction of crematorium shed and pathway, Zone 3",Gujarat,IN-GJ,Surat,Surat (PC-1),Hon'ble MP — Surat PC,Disha Municipal Works,Other,648000,650000,549000,84.5,2,248,284,True,36,2025-09-16T00:00:00.000Z,2026-05-22T00:00:00.000Z,,Delayed,False,Project delay,Project delay,53,MEDIUM
W-11896,"Construction of open gym and sports facility, Ward 4",Jharkhand,IN-JH,Dhanbad,Dhanbad (PC-22),Hon'ble MP — Dhanbad PC,Utkarsh Rural Agency,Sports,658000,663000,474000,71.5,-32,337,337,False,0,2025-07-23T00:00:00.000Z,2026-06-25T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,11,LOW
W-11897,"Development of village playground, Ward 11",Maharashtra,IN-MH,Nashik,Nashik (PC-22),Hon'ble MP — Nashik PC,Sahyog Development Trust,Sports,509000,554000,519000,93.7,-43,239,239,False,0,2025-04-20T00:00:00.000Z,2025-12-15T00:00:00.000Z,2025-12-15T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,25,LOW
W-11898,"Boundary wall construction for school campus, Ward 4",Madhya Pradesh,IN-MP,Gwalior,Gwalior (PC-2),Hon'ble MP — Gwalior PC,Gramin Vikas Nigam,Education,548000,632000,263000,41.6,-29,335,335,False,0,2025-11-05T00:00:00.000Z,2026-10-06T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,18,LOW
W-11899,"Development of maternal care wing at CHC, Gram Panchayat",West Bengal,IN-WB,Bardhaman,Bardhaman (PC-30),Hon'ble MP — Bardhaman PC,Sankalp Rural Development Corp,Health,1469000,1514000,951000,62.8,4,344,344,False,0,2025-04-30T00:00:00.000Z,2026-04-09T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,6,LOW
W-11900,"Development of multipurpose sports ground, Block B",Madhya Pradesh,IN-MP,Ujjain,Ujjain (PC-32),Hon'ble MP — Ujjain PC,Sahyog Development Trust,Sports,591000,613000,561000,91.5,-37,350,350,False,0,2025-05-12T00:00:00.000Z,2026-04-27T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,6,LOW
W-11901,"Provision of mobility van for local body, Phase II",Karnataka,IN-KA,Bengaluru Urban,Bengaluru Urban (PC-8),Hon'ble MP — Bengaluru Urban PC,Nabh Infra Consortium,Other,465000,458000,408000,89.1,-28,311,311,False,0,2025-10-17T00:00:00.000Z,2026-08-24T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,12,LOW
W-11902,"Construction of additional classrooms at Govt. School, Block B",Uttar Pradesh,IN-UP,Lucknow,Lucknow (PC-31),Hon'ble MP — Lucknow PC,Sahyog Development Trust,Education,759000,770000,708000,91.9,-13,223,223,False,0,2025-06-29T00:00:00.000Z,2026-02-07T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,11,LOW
W-11903,"Provision of mobility van for local body, New Colony",Tamil Nadu,IN-TN,Coimbatore,Coimbatore (PC-36),Hon'ble MP — Coimbatore PC,Setu Public Works Division,Other,345000,405000,193000,47.7,-37,274,274,False,0,2025-06-14T00:00:00.000Z,2026-03-15T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,24,LOW
